Customer_ID,Modelo,Edad,ZONA,Fuel,MOTIVO_VENTA,prob_churn,segmento_riesgo,cltv,evr,roi_intervencion,accion_recomendada,intensidad
108478,A,42,CENTRO,HÍBRIDO,Particular,0.693025,Alto,26.54,18.4,7.358,Email/SMS informativo,Media
105229,A,37,ESTE,HÍBRIDO,Particular,0.661236,Alto,30.6,20.23,8.093,Email/SMS informativo,Media
106936,B,51,CENTRO,HÍBRIDO,Particular,0.026945,Bajo,335.54,9.04,3.438,Newsletter de fidelización,Baja
100359,A,36,CENTRO,HÍBRIDO,Particular,0.659939,Alto,30.77,20.31,8.123,Email/SMS informativo,Media
5381,I,36,CENTRO,HÍBRIDO,Particular,0.492181,Alto,125.75,61.89,16.683,Llamada personal + Descuento flota,Alta
103043,D,43,NORTE,HÍBRIDO,Particular,0.600695,Alto,51.52,30.95,10.672,Email/SMS + Descuento servicio,Media
104011,C,31,CENTRO,HÍBRIDO,Particular,0.211425,Alto,193.19,40.84,14.799,Llamada personal + Descuento flota,Alta
105779,I,53,CENTRO,HÍBRIDO,Particular,0.061308,Medio,523.76,32.11,8.655,Email personalizado + Descuento bajo riesgo,Media
84150,I,32,CENTRO,ELÉCTRICO,Particular,0.065196,Medio,517.56,33.74,9.095,Email personalizado + Descuento bajo riesgo,Media
107572,I,39,ESTE,HÍBRIDO,Particular,0.67894,Alto,59.45,40.36,10.879,Email/SMS + Descuento servicio,Media
103613,I,42,CENTRO,HÍBRIDO,Particular,0.627952,Alto,74.2,46.6,12.559,Email/SMS + Descuento servicio,Media
105571,A,55,CENTRO,HÍBRIDO,No Particular,0.705252,Alto,25.07,17.68,7.073,Email/SMS informativo,Media
105435,I,26,CENTRO,HÍBRIDO,Particular,0.553903,Alto,99.79,55.28,14.899,Llamada personal + Descuento flota,Alta
100598,A,52,CENTRO,HÍBRIDO,Particular,0.771498,Alto,17.85,13.77,5.509,Email/SMS informativo,Media
101995,C,37,CENTRO,HÍBRIDO,Particular,0.677691,Alto,35.32,23.93,8.672,Email/SMS informativo,Media
102367,D,71,NORTE,HÍBRIDO,Particular,0.461943,Alto,87.09,40.23,13.872,Llamada personal + Descuento flota,Alta
49835,D,59,NORTE,HÍBRIDO,Particular,0.724105,Alto,29.79,21.57,7.437,Email/SMS informativo,Media
77341,D,33,CENTRO,HÍBRIDO,Particular,0.549287,Alto,63.05,34.63,11.943,Email/SMS + Descuento servicio,Media
103931,B,31,CENTRO,HÍBRIDO,Particular,0.008717,Bajo,354.15,3.09,1.174,Newsletter de fidelización,Baja
105587,H,37,ESTE,HÍBRIDO,Particular,0.00624,Bajo,623.6,3.89,1.102,Newsletter de fidelización,Baja
105491,B,26,CENTRO,HÍBRIDO,Particular,0.668453,Alto,37.43,25.02,9.513,Email/SMS informativo,Media
101912,D,29,ESTE,HÍBRIDO,No Particular,0.036106,Medio,351.08,12.68,4.371,Email personalizado + Descuento bajo riesgo,Media
105109,I,50,CENTRO,HÍBRIDO,Particular,0.517717,Alto,114.44,59.25,15.97,Llamada personal + Descuento flota,Alta
107619,B,62,ESTE,HÍBRIDO,No Particular,0.634892,Alto,43.21,27.43,10.431,Email/SMS + Descuento servicio,Media
103167,A,45,ESTE,HÍBRIDO,Particular,0.728884,Alto,22.36,16.3,6.519,Email/SMS informativo,Media
106666,B,47,CENTRO,HÍBRIDO,Particular,0.546082,Alto,61.33,33.49,12.735,Email/SMS + Descuento servicio,Media
101348,E,52,CENTRO,HÍBRIDO,Particular,0.720038,Alto,36.7,26.42,8.664,Email/SMS informativo,Media
106209,B,45,CENTRO,HÍBRIDO,Particular,0.757356,Alto,24.36,18.45,7.014,Email/SMS informativo,Media
107152,B,66,ESTE,HÍBRIDO,Particular,0.234232,Alto,177.54,41.59,15.812,Llamada personal + Descuento flota,Alta
105931,B,32,CENTRO,HÍBRIDO,Particular,0.619534,Alto,46.03,28.52,10.844,Email/SMS + Descuento servicio,Media
106949,A,51,CENTRO,HÍBRIDO,Particular,0.741581,Alto,20.96,15.55,6.219,Email/SMS informativo,Media
102940,B,30,ESTE,HÍBRIDO,Particular,0.42977,Alto,93.12,40.02,15.216,Llamada personal + Descuento flota,Alta
102214,B,44,ESTE,HÍBRIDO,Particular,0.748208,Alto,25.57,19.13,7.275,Email/SMS informativo,Media
106711,I,54,ESTE,ELÉCTRICO,Particular,0.119136,Medio,438.04,52.19,14.066,Email personalizado + Descuento bajo riesgo,Media
107530,B,36,CENTRO,HÍBRIDO,Particular,0.81483,Alto,17.33,14.12,5.369,Email/SMS informativo,Media
103229,B,73,NORTE,ELÉCTRICO,Particular,0.216329,Alto,187.9,40.65,15.455,Llamada personal + Descuento flota,Alta
104352,B,33,CENTRO,HÍBRIDO,Particular,0.680232,Alto,35.52,24.16,9.186,Email/SMS informativo,Media
102848,A,55,CENTRO,HÍBRIDO,No Particular,0.083997,Medio,224.02,18.82,7.527,Email personalizado + Descuento bajo riesgo,Media
101834,I,52,ESTE,HÍBRIDO,Particular,0.063477,Medio,520.29,33.03,8.902,Email personalizado + Descuento bajo riesgo,Media
105531,D,53,CENTRO,HÍBRIDO,Particular,0.621962,Alto,47.22,29.37,10.128,Email/SMS + Descuento servicio,Media
6002,A,59,SUR,HÍBRIDO,Particular,0.173192,Medio,170.39,29.51,11.804,Email personalizado + Descuento bajo riesgo,Media
104844,D,44,CENTRO,HÍBRIDO,Particular,0.609297,Alto,49.75,30.31,10.453,Email/SMS + Descuento servicio,Media
100989,B,36,CENTRO,HÍBRIDO,Particular,0.020245,Bajo,342.28,6.93,2.635,Newsletter de fidelización,Baja
103295,H,40,CENTRO,HÍBRIDO,Particular,0.001707,Bajo,632.15,1.08,0.306,Newsletter de fidelización,Baja
11136,I,32,CENTRO,HÍBRIDO,Particular,0.442698,Alto,150.26,66.52,17.93,Llamada personal + Descuento flota,Alta
104884,D,49,ESTE,HÍBRIDO,No Particular,0.601179,Alto,51.42,30.91,10.66,Email/SMS + Descuento servicio,Media
105086,B,76,NORTE,HÍBRIDO,No Particular,0.69384,Alto,33.38,23.16,8.807,Email/SMS informativo,Media
107394,A,47,NORTE,HÍBRIDO,Particular,0.522761,Alto,52.99,27.7,11.08,Email/SMS + Descuento servicio,Media
104701,D,59,CENTRO,HÍBRIDO,Particular,0.378743,Alto,116.55,44.14,15.222,Llamada personal + Descuento flota,Alta
102198,I,33,CENTRO,ELÉCTRICO,Particular,0.009884,Bajo,612.24,6.05,1.631,Newsletter de fidelización,Baja
102807,B,50,SUR,HÍBRIDO,Particular,0.417466,Alto,97.14,40.55,15.419,Llamada personal + Descuento flota,Alta
104540,D,48,SUR,HÍBRIDO,Particular,0.537032,Alto,66.07,35.48,12.234,Email/SMS + Descuento servicio,Media
105405,C,50,CENTRO,HÍBRIDO,Particular,0.083601,Medio,288.94,24.16,8.752,Email personalizado + Descuento bajo riesgo,Media
100431,A,44,CENTRO,HÍBRIDO,Particular,0.655458,Alto,31.37,20.56,8.225,Email/SMS informativo,Media
101815,H,49,CENTRO,HÍBRIDO,Particular,0.006506,Bajo,623.11,4.05,1.148,Newsletter de fidelización,Baja
108266,A,21,CENTRO,HÍBRIDO,Particular,0.353633,Alto,95.45,33.75,13.501,Llamada personal + Descuento flota,Alta
103654,D,34,ESTE,HÍBRIDO,Particular,0.624558,Alto,46.72,29.18,10.061,Email/SMS + Descuento servicio,Media
105499,B,69,ESTE,HÍBRIDO,No Particular,0.042845,Medio,320.02,13.71,5.213,Email personalizado + Descuento bajo riesgo,Media
2670,B,39,ESTE,HÍBRIDO,Particular,0.538866,Alto,63.01,33.96,12.911,Email/SMS + Descuento servicio,Media
106258,C,30,ESTE,HÍBRIDO,Particular,0.691343,Alto,33.18,22.94,8.31,Email/SMS informativo,Media
103391,A,38,CENTRO,HÍBRIDO,Particular,0.236544,Alto,139.61,33.02,13.209,Llamada personal + Descuento flota,Alta
104913,D,52,CENTRO,ELÉCTRICO,No Particular,0.123649,Medio,268.1,33.15,11.431,Email personalizado + Descuento bajo riesgo,Media
103950,A,43,ESTE,HÍBRIDO,No Particular,0.231196,Alto,142.0,32.83,13.132,Llamada personal + Descuento flota,Alta
106701,I,32,CENTRO,HÍBRIDO,No Particular,0.385311,Alto,183.57,70.73,19.065,Llamada personal + Descuento flota,Alta
104131,B,32,CENTRO,HÍBRIDO,Particular,0.052868,Medio,310.57,16.42,6.243,Email personalizado + Descuento bajo riesgo,Media
105115,J,49,CENTRO,HÍBRIDO,No Particular,0.478672,Alto,-16.34,0.0,0.0,Email/SMS informativo,Media
101490,I,28,SUR,HÍBRIDO,No Particular,0.64834,Alto,68.05,44.12,11.892,Email/SMS + Descuento servicio,Media
102944,B,31,ESTE,HÍBRIDO,Particular,0.637529,Alto,42.74,27.24,10.359,Email/SMS + Descuento servicio,Media
102547,I,39,CENTRO,HÍBRIDO,Particular,0.140809,Medio,409.3,57.63,15.535,Email personalizado + Descuento bajo riesgo,Media
107647,B,51,NORTE,HÍBRIDO,Particular,0.776834,Alto,21.87,16.99,6.459,Email/SMS informativo,Media
104832,I,47,CENTRO,HÍBRIDO,Particular,0.041711,Medio,556.03,23.19,6.251,Email personalizado + Descuento bajo riesgo,Media
102510,I,31,CENTRO,HÍBRIDO,Particular,0.030396,Bajo,575.47,17.49,4.715,Newsletter de fidelización,Baja
100450,B,38,NORTE,HÍBRIDO,Particular,0.728154,Alto,28.33,20.63,7.843,Email/SMS informativo,Media
104346,D,49,CENTRO,HÍBRIDO,Particular,0.616031,Alto,48.4,29.81,10.281,Email/SMS + Descuento servicio,Media
102728,B,40,NORTE,HÍBRIDO,Particular,0.512895,Alto,69.35,35.57,13.525,Email/SMS + Descuento servicio,Media
106606,B,46,ESTE,HÍBRIDO,Particular,0.503939,Alto,71.65,36.11,13.729,Email/SMS + Descuento servicio,Media
107008,I,71,CENTRO,HÍBRIDO,Particular,0.31302,Alto,234.48,73.4,19.783,Llamada personal + Descuento flota,Alta
100487,A,47,CENTRO,HÍBRIDO,Particular,0.69507,Alto,26.3,18.28,7.311,Email/SMS informativo,Media
18590,B,45,CENTRO,HÍBRIDO,Particular,0.012427,Bajo,350.29,4.35,1.655,Newsletter de fidelización,Baja
105227,C,43,CENTRO,HÍBRIDO,Particular,0.521921,Alto,66.56,34.74,12.586,Email/SMS + Descuento servicio,Media
106193,A,47,SUR,HÍBRIDO,Particular,0.053774,Medio,245.35,13.19,5.277,Email personalizado + Descuento bajo riesgo,Media
106760,B,30,CENTRO,HÍBRIDO,Particular,0.664379,Alto,38.1,25.31,9.625,Email/SMS informativo,Media
104599,I,33,CENTRO,HÍBRIDO,Particular,0.025758,Bajo,583.61,15.03,4.052,Newsletter de fidelización,Baja
1117,D,40,ESTE,HÍBRIDO,Particular,0.720749,Alto,30.29,21.83,7.527,Email/SMS informativo,Media
104013,B,54,CENTRO,HÍBRIDO,Particular,0.662317,Alto,38.45,25.46,9.682,Email/SMS informativo,Media
7120,B,60,CENTRO,HÍBRIDO,Particular,0.73262,Alto,27.7,20.29,7.717,Email/SMS informativo,Media
104728,I,42,CENTRO,HÍBRIDO,Particular,0.082918,Medio,490.11,40.64,10.954,Email personalizado + Descuento bajo riesgo,Media
66614,I,47,NORTE,HÍBRIDO,Particular,0.596461,Alto,84.43,50.36,13.574,Llamada personal + Descuento flota,Alta
104284,C,33,ESTE,HÍBRIDO,Particular,0.659743,Alto,38.26,25.24,9.145,Email/SMS informativo,Media
108428,I,43,CENTRO,ELÉCTRICO,Particular,0.054453,Medio,534.85,29.12,7.85,Email personalizado + Descuento bajo riesgo,Media
108160,B,21,CENTRO,HÍBRIDO,Particular,0.005876,Bajo,357.13,2.1,0.798,Newsletter de fidelización,Baja
102698,C,31,CENTRO,HÍBRIDO,Particular,0.273069,Alto,158.11,43.17,15.643,Llamada personal + Descuento flota,Alta
102933,I,46,ESTE,HÍBRIDO,Particular,0.543887,Alto,103.69,56.4,15.202,Llamada personal + Descuento flota,Alta
101977,A,64,CENTRO,HÍBRIDO,Particular,0.473109,Alto,63.39,29.99,11.996,Email/SMS + Descuento servicio,Media
103370,I,39,CENTRO,ELÉCTRICO,Particular,0.123847,Medio,431.64,53.46,14.409,Email personalizado + Descuento bajo riesgo,Media
106172,I,64,NORTE,HÍBRIDO,Particular,0.779247,Alto,35.72,27.83,7.502,Email/SMS informativo,Media
102900,I,35,CENTRO,HÍBRIDO,Particular,0.006364,Bajo,618.76,3.94,1.061,Newsletter de fidelización,Baja
100886,D,77,SUR,HÍBRIDO,Particular,0.654557,Alto,41.12,26.92,9.281,Email/SMS + Descuento servicio,Media
86934,H,30,ESTE,HÍBRIDO,No Particular,0.00207,Bajo,631.47,1.31,0.37,Newsletter de fidelización,Baja
101170,B,35,CENTRO,HÍBRIDO,No Particular,0.706149,Alto,31.52,22.26,8.463,Email/SMS informativo,Media
108055,B,40,ESTE,HÍBRIDO,No Particular,0.540394,Alto,62.66,33.86,12.874,Email/SMS + Descuento servicio,Media
103816,B,41,CENTRO,HÍBRIDO,Particular,0.424864,Alto,94.7,40.24,15.299,Llamada personal + Descuento flota,Alta
107655,I,25,CENTRO,ELÉCTRICO,Particular,0.002703,Bajo,625.6,1.69,0.456,Newsletter de fidelización,Baja
108489,I,43,ESTE,HÍBRIDO,Particular,0.625896,Alto,74.84,46.84,12.626,Email/SMS + Descuento servicio,Media
59929,D,30,NORTE,HÍBRIDO,Particular,0.46444,Alto,86.31,40.09,13.823,Llamada personal + Descuento flota,Alta
100869,I,41,CENTRO,HÍBRIDO,Particular,0.050008,Medio,542.16,27.11,7.308,Email personalizado + Descuento bajo riesgo,Media
103903,I,49,CENTRO,HÍBRIDO,Particular,0.080354,Medio,494.0,39.69,10.699,Email personalizado + Descuento bajo riesgo,Media
104050,C,51,NORTE,HÍBRIDO,Particular,0.40618,Alto,100.9,40.98,14.849,Llamada personal + Descuento flota,Alta
101153,B,54,ESTE,HÍBRIDO,Particular,0.475146,Alto,79.44,37.75,14.353,Email/SMS + Descuento servicio,Media
106327,B,31,CENTRO,HÍBRIDO,Particular,0.710923,Alto,30.81,21.9,8.329,Email/SMS informativo,Media
101627,C,51,ESTE,HÍBRIDO,Particular,0.443489,Alto,88.52,39.26,14.224,Llamada personal + Descuento flota,Alta
102375,A,35,ESTE,HÍBRIDO,Particular,0.650479,Alto,32.05,20.85,8.339,Email/SMS informativo,Media
100305,B,48,CENTRO,HÍBRIDO,No Particular,0.576288,Alto,54.66,31.5,11.977,Email/SMS + Descuento servicio,Media
101481,J,37,CENTRO,HÍBRIDO,Particular,0.128466,Medio,-52.62,0.0,0.0,Newsletter,Baja
108045,J,38,ESTE,HÍBRIDO,Particular,0.644764,Alto,-8.55,0.0,0.0,Email/SMS informativo,Media
105915,I,34,CENTRO,HÍBRIDO,Particular,0.127668,Medio,426.52,54.45,14.677,Email personalizado + Descuento bajo riesgo,Media
107333,C,32,CENTRO,HÍBRIDO,Particular,0.586492,Alto,51.91,30.44,11.03,Email/SMS + Descuento servicio,Media
74624,B,43,CENTRO,HÍBRIDO,Particular,0.008971,Bajo,353.89,3.17,1.207,Newsletter de fidelización,Baja
48950,D,51,ESTE,HÍBRIDO,Particular,0.689314,Alto,35.19,24.26,8.364,Email/SMS informativo,Media
103694,C,48,CENTRO,HÍBRIDO,Particular,0.649583,Alto,39.99,25.98,9.411,Email/SMS + Descuento servicio,Media
102549,C,59,CENTRO,HÍBRIDO,Particular,0.483392,Alto,76.71,37.08,13.435,Email/SMS + Descuento servicio,Media
105226,E,34,CENTRO,HÍBRIDO,No Particular,0.004172,Bajo,466.87,1.95,0.639,Newsletter de fidelización,Baja
103428,A,53,ESTE,HÍBRIDO,Particular,0.693154,Alto,26.53,18.39,7.355,Email/SMS informativo,Media
102707,B,52,CENTRO,HÍBRIDO,Particular,0.005202,Bajo,357.84,1.86,0.708,Newsletter de fidelización,Baja
100221,A,33,CENTRO,HÍBRIDO,Particular,0.630056,Alto,34.92,22.0,8.801,Email/SMS informativo,Media
106576,C,43,CENTRO,HÍBRIDO,No Particular,0.637393,Alto,42.13,26.85,9.729,Email/SMS + Descuento servicio,Media
106140,A,20,SUR,HÍBRIDO,No Particular,0.754276,Alto,19.62,14.8,5.918,Email/SMS informativo,Media
100251,I,41,CENTRO,HÍBRIDO,Particular,0.606632,Alto,81.02,49.15,13.249,Llamada personal + Descuento flota,Alta
106086,I,64,CENTRO,HÍBRIDO,Particular,0.011656,Bajo,608.99,7.1,1.913,Newsletter de fidelización,Baja
107603,B,42,SUR,HÍBRIDO,Particular,0.573025,Alto,55.36,31.72,12.061,Email/SMS + Descuento servicio,Media
107129,A,53,CENTRO,HÍBRIDO,No Particular,0.762728,Alto,18.74,14.29,5.718,Email/SMS informativo,Media
105596,I,34,CENTRO,HÍBRIDO,Particular,0.132448,Medio,420.18,55.65,15.001,Email personalizado + Descuento bajo riesgo,Media
101907,A,51,CENTRO,HÍBRIDO,Particular,0.775008,Alto,17.5,13.56,5.426,Email/SMS informativo,Media
101408,D,41,CENTRO,HÍBRIDO,Particular,0.026038,Bajo,361.96,9.42,3.25,Newsletter de fidelización,Baja
106015,D,30,NORTE,HÍBRIDO,No Particular,0.737903,Alto,27.78,20.5,7.068,Email/SMS informativo,Media
100783,A,44,SUR,HÍBRIDO,Particular,0.436255,Alto,72.12,31.46,12.586,Email/SMS + Descuento servicio,Media
101388,A,55,CENTRO,HÍBRIDO,No Particular,0.384755,Alto,86.0,33.09,13.236,Llamada personal + Descuento flota,Alta
101613,B,29,NORTE,HÍBRIDO,Particular,0.456234,Alto,84.93,38.75,14.732,Llamada personal + Descuento flota,Alta
39598,E,38,CENTRO,HÍBRIDO,Particular,0.279068,Alto,196.69,54.89,17.997,Llamada personal + Descuento flota,Alta
107175,D,34,CENTRO,HÍBRIDO,No Particular,0.195567,Medio,213.58,41.77,14.403,Email personalizado + Descuento bajo riesgo,Media
107223,B,45,ESTE,HÍBRIDO,Particular,0.650257,Alto,40.5,26.33,10.013,Email/SMS + Descuento servicio,Media
100942,B,38,ESTE,HÍBRIDO,Particular,0.536478,Alto,63.58,34.11,12.969,Email/SMS + Descuento servicio,Media
72524,I,51,CENTRO,HÍBRIDO,Particular,0.522215,Alto,112.53,58.77,15.84,Llamada personal + Descuento flota,Alta
100493,B,37,CENTRO,HÍBRIDO,Particular,0.776354,Alto,21.93,17.02,6.472,Email/SMS informativo,Media
104176,I,50,ESTE,HÍBRIDO,Particular,0.115008,Medio,443.71,51.03,13.755,Email personalizado + Descuento bajo riesgo,Media
101317,C,29,NORTE,HÍBRIDO,Particular,0.604313,Alto,48.32,29.2,10.58,Email/SMS + Descuento servicio,Media
102662,A,30,ESTE,HÍBRIDO,Particular,0.656613,Alto,31.22,20.5,8.199,Email/SMS informativo,Media
101965,D,33,ESTE,HÍBRIDO,Particular,0.099018,Medio,289.46,28.66,9.883,Email personalizado + Descuento bajo riesgo,Media
103780,B,42,CENTRO,HÍBRIDO,Particular,0.650656,Alto,40.43,26.3,10.002,Email/SMS + Descuento servicio,Media
82766,I,48,ESTE,HÍBRIDO,Particular,0.668696,Alto,62.25,41.62,11.219,Email/SMS + Descuento servicio,Media
106250,B,43,NORTE,HÍBRIDO,Particular,0.65063,Alto,40.43,26.31,10.003,Email/SMS + Descuento servicio,Media
104908,C,47,SUR,HÍBRIDO,Particular,0.495681,Alto,73.35,36.36,13.172,Email/SMS + Descuento servicio,Media
101957,A,51,CENTRO,HÍBRIDO,Particular,0.737213,Alto,21.44,15.81,6.322,Email/SMS informativo,Media
107529,I,65,CENTRO,HÍBRIDO,Particular,0.079098,Medio,495.92,39.23,10.573,Email personalizado + Descuento bajo riesgo,Media
105502,B,44,ESTE,HÍBRIDO,Particular,0.46731,Alto,81.68,38.17,14.513,Llamada personal + Descuento flota,Alta
104812,D,40,CENTRO,HÍBRIDO,Particular,0.003664,Bajo,387.22,1.42,0.489,Newsletter de fidelización,Baja
107931,D,40,NORTE,HÍBRIDO,Particular,0.315165,Alto,144.51,45.55,15.705,Llamada personal + Descuento flota,Alta
4904,B,25,NORTE,HÍBRIDO,Particular,0.48048,Alto,77.95,37.45,14.241,Email/SMS + Descuento servicio,Media
101137,A,53,CENTRO,HÍBRIDO,Particular,0.112204,Medio,205.62,23.07,9.228,Email personalizado + Descuento bajo riesgo,Media
105574,I,77,CENTRO,ELÉCTRICO,Particular,0.221977,Alto,316.08,70.16,18.912,Llamada personal + Descuento flota + Revisión gratuita,Alta
43233,I,26,CENTRO,HÍBRIDO,Particular,0.598157,Alto,83.85,50.16,13.52,Llamada personal + Descuento flota,Alta
107156,D,39,SUR,HÍBRIDO,Particular,0.168167,Medio,233.05,39.19,13.514,Email personalizado + Descuento bajo riesgo,Media
106567,J,59,CENTRO,HÍBRIDO,Particular,0.663326,Alto,-7.88,0.0,0.0,Email/SMS informativo,Media
101409,B,51,SUR,HÍBRIDO,Particular,0.673985,Alto,36.52,24.62,9.36,Email/SMS informativo,Media
12221,D,44,CENTRO,HÍBRIDO,Particular,0.276349,Alto,164.35,45.42,15.661,Llamada personal + Descuento flota,Alta
105839,D,60,CENTRO,HÍBRIDO,Particular,0.170964,Medio,231.0,39.49,13.618,Email personalizado + Descuento bajo riesgo,Media
104090,I,38,ESTE,HÍBRIDO,No Particular,0.202888,Alto,336.1,68.19,18.38,Llamada personal + Descuento flota + Revisión gratuita,Alta
102205,D,53,NORTE,HÍBRIDO,No Particular,0.217869,Alto,198.82,43.32,14.937,Llamada personal + Descuento flota,Alta
63055,I,51,NORTE,HÍBRIDO,Particular,0.562193,Alto,96.65,54.34,14.646,Llamada personal + Descuento flota,Alta
105166,H,37,CENTRO,HÍBRIDO,Particular,0.003279,Bajo,629.18,2.06,0.584,Newsletter de fidelización,Baja
101931,A,36,CENTRO,HÍBRIDO,Particular,0.724484,Alto,22.85,16.56,6.622,Email/SMS informativo,Media
105002,I,54,ESTE,HÍBRIDO,Particular,0.130747,Medio,422.43,55.23,14.887,Email personalizado + Descuento bajo riesgo,Media
103693,D,44,SUR,HÍBRIDO,Particular,0.640633,Alto,43.66,27.97,9.645,Email/SMS + Descuento servicio,Media
101945,I,31,CENTRO,HÍBRIDO,Particular,0.00431,Bajo,622.59,2.68,0.723,Newsletter de fidelización,Baja
108375,C,50,ESTE,HÍBRIDO,Particular,0.663115,Alto,37.69,25.0,9.056,Email/SMS informativo,Media
105014,C,30,CENTRO,HÍBRIDO,Particular,0.703197,Alto,31.38,22.07,7.995,Email/SMS informativo,Media
106963,A,52,CENTRO,HÍBRIDO,Particular,0.751953,Alto,19.86,14.93,5.973,Email/SMS informativo,Media
101461,B,29,CENTRO,HÍBRIDO,Particular,0.477636,Alto,78.74,37.61,14.301,Email/SMS + Descuento servicio,Media
107187,C,51,SUR,HÍBRIDO,Particular,0.065284,Medio,305.67,19.96,7.23,Email personalizado + Descuento bajo riesgo,Media
104185,A,31,SUR,HÍBRIDO,Particular,0.702802,Alto,25.36,17.83,7.13,Email/SMS informativo,Media
63835,A,47,CENTRO,HÍBRIDO,Particular,0.709482,Alto,24.58,17.44,6.974,Email/SMS informativo,Media
104565,B,20,ESTE,HÍBRIDO,Particular,0.51076,Alto,69.89,35.7,13.574,Email/SMS + Descuento servicio,Media
104761,I,40,NORTE,ELÉCTRICO,Particular,0.092269,Medio,476.16,43.94,11.842,Email personalizado + Descuento bajo riesgo,Media
103005,B,58,SUR,HÍBRIDO,Particular,0.332654,Alto,129.15,42.96,16.336,Llamada personal + Descuento flota,Alta
102048,D,51,ESTE,HÍBRIDO,Particular,0.153703,Medio,243.96,37.5,12.93,Email personalizado + Descuento bajo riesgo,Media
100453,A,30,CENTRO,HÍBRIDO,Particular,0.647639,Alto,32.44,21.01,8.404,Email/SMS informativo,Media
74404,J,51,ESTE,HÍBRIDO,Particular,0.461279,Alto,-17.39,0.0,0.0,Email/SMS informativo,Media
100935,I,43,CENTRO,ELÉCTRICO,Particular,0.611053,Alto,79.58,48.63,13.106,Email/SMS + Descuento servicio,Media
90227,I,37,ESTE,HÍBRIDO,Particular,0.111272,Medio,448.91,49.95,13.464,Email personalizado + Descuento bajo riesgo,Media
107523,I,36,SUR,HÍBRIDO,No Particular,0.452578,Alto,145.07,65.66,17.697,Llamada personal + Descuento flota,Alta
67694,B,73,CENTRO,HÍBRIDO,Particular,0.508931,Alto,70.36,35.81,13.616,Email/SMS + Descuento servicio,Media
100258,A,35,ESTE,HÍBRIDO,Particular,0.719822,Alto,23.38,16.83,6.732,Email/SMS informativo,Media
103188,B,49,SUR,HÍBRIDO,Particular,0.417108,Alto,97.26,40.57,15.425,Llamada personal + Descuento flota,Alta
97,A,59,CENTRO,HÍBRIDO,Particular,0.660812,Alto,30.65,20.26,8.103,Email/SMS informativo,Media
106370,H,48,CENTRO,HÍBRIDO,Particular,0.006897,Bajo,622.37,4.29,1.216,Newsletter de fidelización,Baja
101685,C,33,NORTE,HÍBRIDO,Particular,0.186105,Medio,209.51,38.99,14.127,Email personalizado + Descuento bajo riesgo,Media
100926,I,30,CENTRO,HÍBRIDO,Particular,0.3811,Alto,186.25,70.98,19.132,Llamada personal + Descuento flota,Alta
101273,B,51,ESTE,HÍBRIDO,Particular,0.453867,Alto,85.63,38.87,14.778,Llamada personal + Descuento flota,Alta
1410,H,53,ESTE,HÍBRIDO,Particular,0.006232,Bajo,623.62,3.89,1.101,Newsletter de fidelización,Baja
104713,B,46,CENTRO,HÍBRIDO,No Particular,0.598954,Alto,50.01,29.95,11.39,Email/SMS + Descuento servicio,Media
105238,C,47,ESTE,HÍBRIDO,Particular,0.608762,Alto,47.45,28.89,10.467,Email/SMS + Descuento servicio,Media
103352,B,58,CENTRO,HÍBRIDO,Particular,0.619678,Alto,46.01,28.51,10.84,Email/SMS + Descuento servicio,Media
107092,H,42,SUR,HÍBRIDO,Particular,0.005172,Bajo,625.61,3.24,0.917,Newsletter de fidelización,Baja
107898,I,45,NORTE,ELÉCTRICO,Particular,0.073106,Medio,505.14,36.93,9.954,Email personalizado + Descuento bajo riesgo,Media
100981,C,32,ESTE,HÍBRIDO,Particular,0.548477,Alto,60.2,33.02,11.962,Email/SMS + Descuento servicio,Media
101745,D,48,CENTRO,HÍBRIDO,Particular,0.667728,Alto,38.81,25.91,8.935,Email/SMS informativo,Media
101398,D,58,ESTE,HÍBRIDO,Particular,0.367081,Alto,121.29,44.52,15.353,Llamada personal + Descuento flota,Alta
105177,I,42,CENTRO,HÍBRIDO,Particular,0.006315,Bajo,618.85,3.91,1.053,Newsletter de fidelización,Baja
107216,B,42,CENTRO,HÍBRIDO,Particular,0.650254,Alto,40.5,26.33,10.013,Email/SMS + Descuento servicio,Media
101507,J,59,NORTE,HÍBRIDO,Particular,0.451138,Alto,-18.03,0.0,0.0,Email/SMS informativo,Media
102444,C,39,CENTRO,HÍBRIDO,Particular,0.654762,Alto,39.1,25.6,9.276,Email/SMS informativo,Media
66347,B,42,CENTRO,HÍBRIDO,Particular,0.084094,Medio,282.72,23.77,9.04,Email personalizado + Descuento bajo riesgo,Media
104046,I,34,CENTRO,HÍBRIDO,Particular,0.13204,Medio,420.72,55.55,14.974,Email personalizado + Descuento bajo riesgo,Media
107953,I,24,ESTE,HÍBRIDO,Particular,0.019658,Bajo,594.47,11.69,3.15,Newsletter de fidelización,Baja
103889,A,60,CENTRO,HÍBRIDO,Particular,0.001416,Bajo,286.64,0.41,0.162,Newsletter de fidelización,Baja
108066,H,27,NORTE,HÍBRIDO,Particular,0.00195,Bajo,631.69,1.23,0.349,Newsletter de fidelización,Baja
105867,A,55,CENTRO,HÍBRIDO,Particular,0.066977,Medio,235.82,15.79,6.318,Email personalizado + Descuento bajo riesgo,Media
103344,B,44,CENTRO,HÍBRIDO,Particular,0.611264,Alto,47.61,29.1,11.064,Email/SMS + Descuento servicio,Media
